Gene,GAE_recon,Infomap,GAE_Silhouette,UMAP_KMeans
hsa:3662,4,1,58,143
hsa:1495,17,1,12,74
hsa:1175,19,22,49,203
hsa:8776,17,1,67,108
hsa:5817,19,21,28,73
hsa:10235,42,1,75,167
hsa:102724594,77,1,3,217
hsa:5244,81,1,70,145
cpd:C03780,30,90,49,166
hsa:1687,72,1,12,112
hsa:5533,28,1,10,153
hsa:8809,32,1,39,165
hsa:23048,16,5,49,35
hsa:8355,56,1,25,59
hsa:6295,90,1,49,37
hsa:5243,78,43,72,156
hsa:5734,78,1,31,48
hsa:4893,47,1,44,148
hsa:2920,71,1,58,78
hsa:2890,14,1,31,196
hsa:8698,8,3,83,105
cpd:C19317,27,1,76,153
hsa:6928,23,1,70,35
hsa:953,3,1,63,136
hsa:9540,33,1,38,66
hsa:406956,2,1,28,133
path:hsa00603,77,6,4,235
hsa:831,91,1,25,208
cpd:C01921,91,1,1,145
hsa:6279,4,1,0,181
hsa:1816,33,1,71,117
hsa:1572,13,2,90,144
hsa:4929,8,1,20,164
hsa:64781,51,3,48,120
hsa:55908,17,3,76,62
hsa:3146,88,1,83,18
cpd:C20698,63,53,70,160
hsa:7296,55,7,41,144
hsa:114879,43,63,28,166
hsa:1793,51,1,39,234
hsa:64208,51,1,33,48
hsa:90809,7,1,85,11
hsa:55902,79,4,40,109
hsa:55624,19,6,78,28
hsa:8807,36,1,39,165
hsa:5976,34,1,39,83
cpd:C20971,79,88,49,72
hsa:7003,72,1,66,194
hsa:64170,61,1,15,180
hsa:4267,6,15,69,166
hsa:10941,17,2,6,46
hsa:6256,66,1,70,174
hsa:406995,41,1,28,133
hsa:1965,65,1,38,191
hsa:1555,2,2,6,70
hsa:778,66,1,31,228
hsa:6375,55,1,15,34
hsa:3984,28,1,0,137
hsa:471,72,1,30,31
hsa:733,69,1,68,101
hsa:5096,2,4,40,123
hsa:51733,79,2,84,158
hsa:4248,24,6,78,114
hsa:5609,68,1,46,217
hsa:7472,68,1,13,10
hsa:817,12,1,10,177
cpd:C21012,71,1,39,94
hsa:10744,61,1,40,25
hsa:5743,61,3,24,41
hsa:1390,78,1,5,191
hsa:4706,76,1,33,8
hsa:50484,29,1,37,38
hsa:100132285,81,1,43,28
hsa:55733,36,80,16,28
hsa:2952,16,2,6,157
hsa:3155,88,4,40,123
hsa:345611,82,1,49,179
hsa:7852,44,1,15,131
hsa:406893,8,1,47,222
cpd:C00305,53,1,51,207
hsa:388333,27,1,28,88
hsa:84883,13,1,38,66
hsa:406982,7,1,28,90
hsa:1081,33,1,47,17
hsa:23678,81,1,29,233
gl:G13105,77,1,38,202
hsa:3685,25,1,23,96
hsa:22908,80,1,57,61
cpd:C00020,73,4,33,134
hsa:7291,91,1,69,80
hsa:2595,13,4,43,177
hsa:406996,33,1,47,173
hsa:64077,17,5,16,223
hsa:53947,65,6,59,86
hsa:144165,53,1,23,102
hsa:2346,78,4,41,42
cpd:C00062,8,1,16,133
hsa:6301,34,7,20,55
hsa:23205,74,4,26,248
hsa:3812,2,1,43,91
hsa:8760,79,3,9,99
hsa:55014,90,1,28,35
hsa:406917,36,1,25,149
hsa:27349,59,4,41,85
hsa:4485,2,1,50,19
hsa:100132074,19,1,74,174
hsa:490,19,1,5,23
hsa:9900,24,1,69,141
hsa:54898,16,2,20,250
hsa:10678,73,6,4,168
hsa:5087,21,1,5,8
hsa:777,23,1,65,54
hsa:151056,8,3,9,80
hsa:3360,38,1,71,117
hsa:58484,79,1,12,41
hsa:142,31,1,1,90
hsa:4040,50,1,18,68
hsa:4486,82,1,81,52
hsa:2317,77,1,75,56
cpd:C03758,82,1,71,37
hsa:2261,5,1,81,50
hsa:26260,79,1,83,25
hsa:5119,12,46,1,2
hsa:5567,1,1,19,22
hsa:1002,82,37,1,166
hsa:9232,81,1,40,25
hsa:23414,53,1,72,245
hsa:3113,77,1,43,232
hsa:6404,51,1,12,32
hsa:10538,28,1,12,91
hsa:3161,27,1,28,141
hsa:51266,45,1,47,169
hsa:6446,35,1,29,233
hsa:3428,6,1,70,36
hsa:27345,51,1,57,43
hsa:10642,24,1,73,54
hsa:2058,13,4,41,83
hsa:5923,7,1,22,149
hsa:10588,71,7,26,139
hsa:2034,72,1,61,52
hsa:6898,83,4,26,170
hsa:7074,82,1,15,98
hsa:3172,2,1,38,96
path:hsa00062,79,4,26,248
hsa:23262,12,1,49,154
hsa:10878,3,42,49,231
hsa:169355,53,4,26,217
hsa:8309,18,2,49,44
cpd:C04637,82,1,5,76
hsa:2159,70,1,76,156
hsa:144193,16,7,41,139
hsa:26291,4,1,15,65
hsa:5331,55,1,19,240
hsa:1191,7,1,76,184
hsa:1585,77,2,77,191
hsa:6425,78,1,13,68
hsa:51382,78,5,16,95
hsa:4001,73,1,1,101
hsa:1616,77,1,66,161
hsa:10253,51,1,28,61
hsa:4509,26,5,49,187
hsa:64399,40,1,79,212
hsa:84612,77,1,29,180
hsa:506,27,5,84,187
hsa:3693,1,1,73,246
hsa:1452,1,1,5,23
hsa:51495,82,2,20,250
path:map00905,1,2,84,248
hsa:6241,45,1,37,38
hsa:406916,77,1,72,124
hsa:8395,53,1,22,61
hsa:259307,90,4,26,42
hsa:833,16,2,28,70
hsa:7052,13,1,25,208
hsa:7363,22,2,6,46
hsa:2539,61,4,84,170
hsa:287,30,1,65,219
hsa:2931,90,1,34,184
hsa:891,1,1,83,25
hsa:22999,40,66,49,124
hsa:9103,1,1,83,61
hsa:624,78,1,86,247
hsa:91,78,1,70,33
hsa:81494,82,42,72,231
hsa:54658,28,2,6,46
hsa:7124,28,1,58,137
hsa:1293,80,1,69,81
path:hsa00510,73,6,16,28
hsa:11332,77,2,84,190
hsa:10652,61,1,49,209
hsa:392517,53,1,49,16
hsa:5144,67,1,30,31
hsa:8833,27,1,30,3
hsa:7091,5,1,83,64
hsa:54511,82,4,40,123
hsa:5663,47,1,5,23
hsa:3084,73,1,72,187
hsa:63916,64,50,49,203
hsa:23498,90,56,72,198
hsa:5862,8,4,47,85
hsa:7477,78,1,13,10
hsa:292,2,1,29,162
hsa:6464,78,1,7,155
hsa:5590,17,1,46,220
hsa:1738,25,4,40,210
hsa:126969,79,1,47,26
hsa:160851,17,3,24,39
hsa:53842,53,1,11,9
hsa:4702,46,1,33,8
hsa:90427,42,1,28,184
hsa:29920,79,4,4,83
hsa:27189,60,72,76,156
hsa:154,56,1,56,117
hsa:171558,51,1,70,57
hsa:5801,24,1,29,15
hsa:2323,77,1,50,19
hsa:7167,89,4,32,60
hsa:523,17,5,16,95
hsa:257194,78,33,84,123
hsa:5030,5,1,72,209
hsa:332,17,1,39,101
hsa:1718,86,2,20,62
path:hsa00220,29,4,2,142
hsa:516,42,5,72,187
hsa:6196,39,1,74,135
hsa:7128,79,1,0,165
hsa:4985,90,1,86,79
cpd:C02110,81,1,47,37
hsa:7364,66,2,6,46
hsa:7407,1,40,72,160
hsa:5289,78,1,67,39
hsa:29126,26,1,0,78
hsa:1843,26,1,25,57
hsa:23604,55,1,76,209
hsa:5934,43,1,83,25
hsa:4311,17,1,70,32
hsa:80237,77,26,70,166
hsa:63940,7,1,28,179
hsa:5292,77,1,3,51
hsa:23542,3,1,12,217
hsa:195814,64,2,6,199
hsa:7143,16,1,28,221
hsa:113612,31,3,9,70
hsa:8654,27,1,8,40
hsa:9588,21,2,6,144
hsa:9474,17,5,72,216
hsa:83440,12,4,42,60
hsa:8968,51,1,25,59
hsa:30001,49,1,47,219
hsa:7311,19,5,84,35
hsa:338707,81,6,59,86
hsa:4880,53,1,51,17
hsa:5095,55,4,40,123
hsa:2645,24,4,42,85
hsa:145482,14,3,14,55
hsa:2740,90,1,33,117
hsa:54576,48,2,6,46
hsa:839,39,1,68,24
hsa:9134,88,1,89,47
hsa:353091,78,1,84,100
hsa:2181,48,4,26,248
cpd:C00025,19,1,56,22
hsa:51478,53,2,6,250
hsa:64601,64,5,45,84
path:hsa00650,16,4,26,174
hsa:51554,77,1,15,131
hsa:3551,71,1,34,184
hsa:3371,90,1,28,221
hsa:286,23,1,65,219
hsa:1380,17,1,70,220
hsa:50807,17,1,1,11
hsa:124872,32,6,4,168
hsa:5601,1,1,10,78
hsa:5507,63,4,15,130
hsa:6713,10,2,84,97
hsa:9088,90,1,29,115
hsa:342372,90,86,28,55
hsa:64091,55,1,33,48
hsa:971,55,1,47,29
hsa:2177,70,1,76,133
hsa:23433,35,1,3,161
hsa:8326,53,1,18,237
hsa:8218,8,22,84,203
hsa:23327,13,1,47,101
cpd:C00334,31,1,25,37
hsa:3696,16,1,39,246
hsa:374,76,1,66,65
hsa:57571,55,2,53,198
hsa:284716,17,4,41,42
cpd:C05466,7,1,49,145
hsa:7272,7,1,41,221
hsa:51384,33,1,13,10
path:hsa00534,77,2,49,166
hsa:2959,77,1,70,35
hsa:8822,16,1,50,65
hsa:4897,53,68,72,72
hsa:8824,85,2,87,250
hsa:9524,90,2,84,190
hsa:1581,30,2,6,45
hsa:991,2,1,28,162
hsa:514,16,5,78,187
hsa:4141,44,2,41,139
hsa:398,29,1,5,185
hsa:973,60,1,3,169
hsa:113026,60,1,88,61
hsa:2906,83,1,31,43
cpd:C04549,79,5,57,76
hsa:9915,71,1,61,201
hsa:1850,42,1,3,15
path:hsa00770,36,4,26,42
hsa:26119,19,27,49,156
hsa:56302,73,9,5,196
hsa:5139,71,1,63,40
hsa:4716,55,1,33,8
hsa:495,14,5,16,187
hsa:64768,43,1,82,138
cpd:C00122,90,1,38,170
dr:D08234,16,1,77,37
hsa:2810,3,1,38,66
hsa:58511,53,1,28,160
hsa:1453,85,1,5,23
hsa:6323,79,1,19,111
hsa:441282,86,3,14,109
hsa:958,21,1,39,165
hsa:1054,43,1,0,94
hsa:3293,43,2,87,45
hsa:80336,1,11,43,225
hsa:4129,81,2,36,109
hsa:147179,65,1,47,100
hsa:3955,79,1,69,47
hsa:785,2,1,75,104
hsa:286204,61,20,16,2
hsa:4902,27,1,50,19
path:hsa00513,71,45,49,166
hsa:8823,54,1,50,65
hsa:6581,23,1,47,26
hsa:8372,35,2,84,205
hsa:64900,90,3,9,90
hsa:59345,28,1,64,13
hsa:220074,90,2,90,250
hsa:9162,13,3,24,39
path:hsa00533,78,6,78,114
hsa:6351,16,1,58,106
hsa:5173,86,1,31,92
hsa:23475,35,1,30,31
hsa:51434,61,1,41,71
hsa:4694,61,1,33,8
hsa:6382,88,1,89,57
hsa:7184,16,1,25,165
hsa:10627,42,1,75,56
hsa:3162,16,2,20,144
path:hsa00290,61,40,72,10
hsa:4300,79,26,70,166
hsa:7462,81,1,0,0
hsa:6303,80,2,26,109
hsa:131873,78,1,89,81
hsa:89801,53,4,15,130
hsa:109703458,34,4,20,250
hsa:9470,17,1,29,115
hsa:1673,90,1,0,181
hsa:10686,56,1,11,9
hsa:50616,64,1,3,51
hsa:5345,78,1,70,184
hsa:5350,91,1,5,185
hsa:4793,42,1,46,24
hsa:5739,16,1,82,117
hsa:491,36,1,5,23
hsa:55742,82,1,3,110
hsa:4688,90,1,39,234
hsa:5092,56,4,26,188
hsa:57134,30,6,72,225
hsa:80228,71,31,72,117
hsa:132884,58,1,47,176
hsa:11313,23,3,9,201
hsa:22949,77,3,14,55
hsa:5499,1,1,31,126
hsa:6696,29,1,25,165
hsa:57600,14,61,72,203
hsa:84445,29,1,12,74
hsa:2158,17,1,70,156
hsa:22925,66,1,38,217
hsa:6330,82,1,31,196
hsa:23462,84,1,21,47
hsa:53632,84,4,22,105
hsa:8787,57,1,51,79
hsa:23193,78,45,28,249
hsa:27125,5,26,70,166
hsa:574461,5,1,28,32
hsa:10211,9,59,76,249
hsa:4633,61,1,75,56
hsa:9466,77,1,47,206
hsa:2786,90,1,64,13
hsa:8995,43,62,1,97
hsa:933,28,1,12,29
hsa:643834,10,51,28,168
hsa:338,78,27,49,156
hsa:6510,30,1,12,221
hsa:1026,33,1,58,242
hsa:116285,16,4,41,123
hsa:4792,5,1,46,24
hsa:90665,13,1,28,215
hsa:7015,17,1,73,200
hsa:7791,88,1,72,63
hsa:155066,27,5,16,53
hsa:9388,2,3,9,138
hsa:4916,24,1,81,182
hsa:23513,53,1,47,122
hsa:477,72,8,57,23
hsa:57506,75,1,12,233
hsa:28964,2,1,3,122
hsa:2027,1,4,84,171
hsa:6472,73,7,26,139
hsa:7367,7,2,6,46
hsa:7484,46,1,13,10
hsa:406902,61,1,3,135
hsa:10005,61,2,20,44
hsa:1132,90,1,86,30
hsa:3624,23,1,70,15
hsa:8836,2,3,26,17
hsa:51305,49,1,19,193
hsa:8677,69,5,49,73
hsa:525,73,5,16,95
hsa:9378,78,25,49,160
hsa:221264,77,1,63,136
hsa:2979,16,1,51,107
hsa:51343,90,1,41,221
hsa:3804,34,1,43,91
hsa:116512,74,88,49,189
hsa:6280,68,1,0,181
cpd:C21013,8,1,39,94
hsa:79054,27,3,77,185
hsa:9636,61,1,68,206
hsa:4046,90,1,3,167
hsa:797,91,1,28,17
hsa:27165,79,4,41,221
hsa:783,45,1,75,104
hsa:94030,53,1,12,100
hsa:48,78,4,41,142
hsa:10197,39,1,39,87
hsa:5256,40,4,75,207
hsa:1119,72,3,46,122
hsa:3627,60,1,58,106
hsa:55012,77,1,74,83
hsa:51807,31,1,53,6
hsa:79735,60,5,72,187
hsa:655,60,1,89,33
hsa:10975,48,13,70,202
hsa:3357,90,1,71,20
hsa:4881,61,1,62,121
hsa:3373,24,2,84,205
hsa:126,71,2,87,197
hsa:7410,17,1,46,110
cpd:C03259,33,1,70,156
hsa:2277,33,1,58,204
hsa:5462,85,1,70,220
hsa:1607,85,3,24,39
hsa:1457,2,1,73,184
hsa:145226,13,2,27,199
hsa:6389,16,4,60,141
hsa:5169,16,1,63,136
hsa:7205,7,1,38,251
hsa:10552,37,1,31,67
hsa:92421,77,28,49,2
hsa:1066,77,2,6,199
hsa:100533105,78,1,29,233
hsa:2321,55,1,81,223
hsa:2986,51,1,62,121
hsa:57678,78,3,9,62
hsa:112849,86,4,72,142
hsa:407030,90,1,85,175
hsa:2641,7,4,33,134
hsa:4215,88,1,3,6
hsa:2913,71,1,56,4
hsa:3818,66,1,49,97
hsa:8036,14,1,29,227
hsa:8702,34,6,4,168
hsa:3034,78,7,60,156
hsa:6311,76,1,29,219
hsa:6693,1,67,76,102
hsa:1573,78,3,9,70
hsa:9337,77,11,35,225
hsa:8974,78,4,41,83
hsa:3098,7,4,42,115
hsa:57448,12,5,45,84
hsa:54947,18,3,24,137
hsa:2619,79,1,79,224
hsa:9807,78,1,49,154
hsa:5721,77,1,39,87
hsa:65082,19,5,45,84
hsa:9700,29,1,41,145
hsa:5465,16,4,28,122
hsa:9468,2,3,5,135
cpd:C00035,53,1,3,167
hsa:10229,35,4,16,245
hsa:7084,16,2,20,17
hsa:53358,88,1,7,155
hsa:22916,78,1,28,16
hsa:92597,69,1,12,16
hsa:100528032,4,1,49,93
hsa:9846,30,1,17,183
hsa:19,1,3,1,137
hsa:650,61,1,79,213
hsa:2768,72,1,10,140
hsa:79147,5,6,49,28
hsa:476,46,8,57,23
hsa:442890,30,1,28,135
hsa:10056,77,4,28,238
hsa:2695,68,1,38,17
hsa:253260,10,1,3,90
path:hsa00330,82,4,59,142
hsa:6310,79,1,70,57
hsa:944,27,76,76,245
hsa:4646,77,1,0,172
hsa:132,19,1,37,3
hsa:8878,73,5,72,232
hsa:5223,79,4,38,115
hsa:22845,61,2,60,205
cpd:C01327,24,51,28,72
hsa:64422,55,5,12,84
hsa:4909,16,1,50,19
hsa:4247,1,6,78,114
hsa:55615,55,1,76,101
hsa:6318,61,1,28,97
hsa:9488,61,6,16,28
hsa:2268,88,1,19,183
hsa:25902,64,7,26,139
hsa:9493,64,1,47,223
hsa:1441,33,1,12,73
hsa:5881,85,1,10,172
hsa:10140,25,11,35,225
hsa:55540,8,81,49,116
hsa:163,48,22,49,47
hsa:3417,8,4,4,83
hsa:5894,42,1,75,125
hsa:4725,31,1,33,8
hsa:3929,12,1,47,220
hsa:2984,19,1,63,121
hsa:706,13,1,12,153
hsa:25978,13,46,28,124
hsa:10203,17,1,28,117
hsa:6520,79,1,76,101
hsa:2248,10,1,50,65
hsa:993,24,1,89,54
hsa:3082,42,1,81,65
hsa:4502,16,18,76,213
hsa:81579,90,3,9,195
hsa:2771,72,1,52,13
hsa:6546,78,8,77,23
hsa:1440,30,1,0,181
hsa:4726,53,1,33,8
hsa:440738,90,5,47,185
hsa:27128,86,1,85,110
hsa:3270,78,1,28,97
hsa:4758,80,6,4,235
hsa:4495,52,18,76,2
hsa:9966,11,1,70,141
hsa:64135,30,1,68,184
hsa:10645,37,4,10,107
hsa:29851,33,1,3,100
hsa:115650,23,1,70,184
hsa:6569,48,30,1,35
hsa:407015,48,1,82,173
hsa:5518,27,1,58,241
hsa:7100,16,1,0,192
hsa:57172,74,1,10,162
hsa:10382,2,1,53,178
hsa:56267,16,7,41,158
hsa:2597,90,4,32,101
hsa:27068,79,5,16,223
hsa:112483,73,2,26,109
cpd:C04742,78,5,38,21
hsa:250,17,24,60,38
cpd:C00338,7,1,73,18
hsa:553,12,1,56,146
hsa:8358,23,1,25,59
hsa:200909,48,1,71,188
hsa:3177,16,4,47,105
hsa:2731,83,7,41,139
hsa:84699,74,1,5,1
hsa:316,77,2,90,132
hsa:25851,17,5,49,35
hsa:6363,61,1,15,34
hsa:5789,78,74,28,65
hsa:8639,16,4,36,109
hsa:64805,64,1,3,79
hsa:2569,16,1,25,103
path:map00121,91,2,20,44
hsa:2204,25,1,68,61
hsa:160428,68,7,26,139
hsa:7168,23,1,38,147
hsa:3672,64,1,73,96
hsa:715,43,1,38,61
hsa:2806,64,4,26,42
hsa:55367,64,1,38,66
hsa:1268,19,1,67,4
hsa:57620,13,31,72,124
hsa:4363,53,1,25,99
hsa:1020,82,1,47,176
hsa:5094,79,1,72,146
hsa:3689,60,1,73,183
hsa:54490,16,2,6,46
hsa:6009,24,1,29,90
hsa:7306,27,1,28,221
hsa:4478,17,1,29,140
hsa:60481,13,2,20,250
hsa:3280,77,1,21,47
hsa:79792,61,1,89,143
hsa:10747,81,1,82,146
hsa:9069,72,1,11,9
hsa:23130,79,5,12,147
hsa:7416,82,1,25,162
hsa:268,24,1,89,33
hsa:5257,1,4,75,207
hsa:25847,53,1,41,71
hsa:2531,13,3,48,89
path:hsa00591,90,3,9,70
hsa:57818,1,4,42,25
hsa:10093,77,1,31,67
hsa:5834,90,4,75,130
hsa:92610,25,1,28,243
hsa:57863,72,36,84,21
hsa:7453,79,1,1,113
hsa:131890,46,1,65,34
hsa:487,40,1,29,107
hsa:5473,1,1,15,34
path:map00403,77,2,16,14
hsa:652968,80,1,16,133
hsa:9663,90,3,9,90
hsa:638,40,1,83,98
hsa:55509,90,1,12,91
hsa:1958,88,1,0,15
cpd:C00464,27,1,3,93
hsa:2744,54,4,41,221
hsa:187,88,1,77,30
hsa:3460,84,1,46,163
cpd:C00350,53,5,84,84
hsa:8911,55,1,31,153
dr:D05999,58,3,60,17
hsa:6385,17,1,89,246
hsa:10938,16,9,49,116
hsa:4708,64,1,33,8
hsa:56985,13,3,20,138
hsa:112714,7,1,53,6
hsa:6789,16,1,3,25
hsa:7006,14,1,65,222
hsa:2734,77,1,47,87
hsa:333932,77,1,25,59
hsa:11069,24,1,19,136
hsa:1557,78,3,24,70
hsa:84532,34,4,40,109
hsa:10413,1,1,73,172
hsa:123263,86,7,26,139
hsa:6655,42,1,17,14
hsa:54361,64,1,13,10
hsa:4722,31,1,33,8
hsa:23002,45,1,23,102
hsa:374291,59,1,33,8
hsa:10162,90,3,9,137
cpd:C21483,23,1,47,18
hsa:102723796,78,1,89,64
hsa:11335,78,1,25,59
hsa:6010,42,1,25,30
hsa:604,54,1,83,25
hsa:5175,14,1,23,74
hsa:55964,13,5,70,35
hsa:171389,31,1,47,192
hsa:5224,44,4,38,115
hsa:407033,64,1,75,175
hsa:219,39,2,90,150
hsa:3612,28,1,67,39
cpd:C01019,17,1,72,78
hsa:147700,2,5,0,73
hsa:4853,61,1,69,29
hsa:11343,72,3,9,62
hsa:442891,91,1,89,215
hsa:22865,10,74,70,124
hsa:51284,16,1,83,220
hsa:346606,79,3,9,138
gl:G13106,45,1,38,118
hsa:162466,82,3,1,33
hsa:2203,24,4,32,25
hsa:100288814,77,1,11,9
hsa:10948,34,1,28,153
hsa:6237,16,1,22,148
hsa:199746,53,1,3,217
hsa:406882,17,1,3,14
hsa:137964,36,3,9,62
hsa:3716,84,1,44,11
hsa:203,81,1,37,121
hsa:8844,43,1,65,57
hsa:1147,54,1,34,101
hsa:51701,54,1,10,98
hsa:11006,77,1,12,29
hsa:123283,12,3,20,55
hsa:6888,43,4,32,174
path:map00073,46,2,84,190
hsa:5731,77,1,33,189
hsa:4886,24,1,33,79
hsa:926,45,1,43,93
hsa:7867,15,1,58,214
hsa:1717,80,2,41,62
hsa:8630,28,2,87,45
hsa:11073,1,1,49,28
hsa:406991,13,1,66,0
hsa:23057,78,1,30,113
hsa:440567,77,13,70,202
hsa:394,24,1,3,96
hsa:50846,78,1,23,224
hsa:55669,78,5,70,236
cpd:C00575,82,1,19,136
hsa:1375,39,4,41,248
hsa:3945,40,3,41,115
path:map00950,49,4,53,170
hsa:84002,28,6,59,168
hsa:8821,80,1,5,11
hsa:6197,64,1,74,135
hsa:9776,75,1,29,23
hsa:4616,64,1,83,98
hsa:23438,66,4,76,124
hsa:966,17,1,1,184
hsa:89869,65,1,88,61
hsa:56475,30,1,38,66
hsa:154796,68,1,12,180
hsa:2885,27,1,7,137
hsa:84971,90,5,76,216
hsa:5792,88,1,12,93
hsa:3643,7,1,81,50
hsa:406888,3,1,89,14
hsa:2567,33,1,25,103
hsa:480,88,8,57,23
hsa:3363,77,1,71,30
hsa:331,78,1,39,101
path:map01056,16,4,84,123
cpd:C12083,31,3,24,5
hsa:441273,25,1,28,88
hsa:84892,79,6,16,28
hsa:8986,45,1,58,232
hsa:5563,83,4,22,105
hsa:10663,40,1,15,131
hsa:8174,80,55,49,225
hsa:23236,40,1,19,240
hsa:85414,13,1,12,93
hsa:207,16,1,10,183
hsa:7078,79,1,12,87
hsa:9265,61,1,85,110
hsa:1137,91,1,86,186
hsa:730094,30,1,47,176
hsa:8767,75,1,83,148
hsa:3952,13,4,33,85
hsa:1633,17,1,37,31
hsa:219931,72,1,51,97
hsa:208,61,1,10,183
hsa:293,2,1,29,162
hsa:407046,72,1,25,94
hsa:94235,13,1,64,13
hsa:6368,25,1,15,34
hsa:406915,64,1,72,245
hsa:196403,64,1,21,47
hsa:22877,82,4,49,170
hsa:10458,42,1,0,234
hsa:123876,82,4,41,123
hsa:2254,86,1,50,65
hsa:492,7,1,5,23
hsa:57617,7,5,45,84
hsa:3064,40,13,28,73
hsa:6945,60,4,49,170
hsa:11052,7,14,84,116
hsa:526,79,5,16,95
hsa:10370,66,1,12,25
hsa:8651,77,1,3,93
hsa:79026,68,1,47,63
hsa:1906,17,1,58,78
hsa:102723996,91,1,3,93
hsa:11051,54,14,49,225
hsa:3486,82,1,50,223
hsa:339896,90,2,53,44
hsa:9635,78,1,25,208
hsa:7083,33,2,20,17
hsa:339983,88,4,26,42
hsa:54331,68,1,64,13
hsa:3315,75,1,39,192
hsa:90952,26,1,11,9
hsa:948,17,1,33,134
hsa:9021,11,1,39,93
hsa:64682,52,1,41,71
hsa:1158,50,1,28,190
hsa:9456,4,1,56,100
hsa:84674,48,1,38,251
hsa:8178,8,26,70,166
hsa:2081,2,1,70,217
hsa:100506013,64,1,77,37
hsa:23265,28,1,76,129
hsa:6599,45,1,47,128
hsa:9942,71,4,84,60
hsa:3592,17,1,58,194
hsa:55062,17,5,47,209
hsa:970,2,65,28,28
hsa:144811,56,1,30,113
hsa:353,14,1,37,3
hsa:10,16,2,6,132
hsa:597,31,1,0,94
hsa:57144,29,1,74,227
hsa:9536,78,3,55,7
hsa:643246,75,5,47,185
hsa:3912,61,1,69,32
hsa:6716,32,2,90,45
hsa:388372,45,1,58,106
hsa:5165,88,4,84,210
hsa:100526794,39,1,37,3
hsa:441925,35,1,47,147
hsa:9379,35,25,49,114
hsa:7442,68,5,65,218
hsa:4899,16,4,47,105
hsa:3611,79,1,10,112
hsa:1806,61,2,6,158
hsa:2052,61,2,6,157
hsa:85407,16,1,23,102
hsa:2494,81,1,47,84
hsa:6786,64,31,70,86
hsa:9114,16,5,72,53
hsa:102157402,7,1,37,121
hsa:1943,63,1,50,19
hsa:3339,78,1,81,222
hsa:55288,64,5,84,35
hsa:8794,61,1,38,198
hsa:55503,34,30,1,35
hsa:1288,70,1,89,81
hsa:575,7,1,38,66
hsa:116071,79,1,12,91
hsa:79109,53,1,76,101
hsa:89953,7,5,0,73
hsa:23001,79,5,45,84
hsa:8743,61,1,83,25
dr:D08233,79,1,77,37
hsa:3075,27,42,49,114
hsa:8443,2,3,60,62
hsa:84938,79,5,16,216
hsa:347733,36,1,53,178
hsa:143686,75,1,38,66
hsa:7134,2,1,25,107
hsa:6646,79,2,41,62
hsa:160,17,22,49,231
hsa:919,78,1,43,169
hsa:8454,78,1,28,142
hsa:9453,61,2,78,54
hsa:10267,44,1,28,117
hsa:59082,17,1,28,143
hsa:7388,28,13,70,202
hsa:53630,44,2,27,250
hsa:8074,90,1,50,65
hsa:10369,64,1,75,104
hsa:3309,64,1,70,141
hsa:5859,77,4,84,139
hsa:2639,63,4,40,123
hsa:7381,77,13,70,202
hsa:25813,2,5,16,84
hsa:65018,77,1,76,128
hsa:245711,33,1,49,88
hsa:1386,84,1,5,1
hsa:324,16,1,89,102
hsa:406905,46,1,72,187
hsa:3674,39,1,12,96
hsa:7480,14,1,13,10
hsa:6531,51,1,33,37
hsa:8789,45,4,32,25
hsa:406918,45,1,25,149
cpd:C01312,77,1,82,17
hsa:1434,19,52,84,124
hsa:7222,27,1,31,149
hsa:55500,49,3,20,163
hsa:629,46,1,49,173
hsa:10890,77,4,47,85
hsa:92359,39,1,47,122
hsa:6487,7,6,59,249
hsa:1892,53,4,40,123
hsa:11164,9,4,32,60
hsa:239,77,3,9,70
hsa:10901,53,2,27,199
hsa:83549,3,2,20,17
hsa:10998,67,2,20,44
hsa:54,8,1,39,12
hsa:100506658,27,1,11,172
hsa:7089,64,1,83,64
hsa:2167,65,1,28,122
hsa:4501,28,18,76,168
hsa:3294,16,2,87,45
cpd:C02528,90,1,49,145
hsa:501,7,2,90,150
hsa:57552,24,1,5,191
cpd:C00681,90,1,71,146
hsa:10715,78,3,48,89
hsa:3557,79,1,28,143
hsa:3806,27,1,43,28
hsa:64127,17,1,72,251
hsa:5176,78,1,89,68
cpd:C02465,13,4,33,134
hsa:3827,17,1,38,229
hsa:442903,80,1,47,53
hsa:3915,79,1,69,32
hsa:3684,78,1,73,183
hsa:1040,10,3,9,99
hsa:3659,5,1,12,24
hsa:7054,62,4,26,37
cpd:C00031,88,4,72,149
cpd:C00144,83,1,62,239
dr:D08559,13,4,47,17
hsa:824,61,1,25,171
hsa:627,17,1,31,204
hsa:2673,50,4,40,15
hsa:1676,23,1,1,112
hsa:515,3,5,76,187
hsa:9569,17,1,57,196
hsa:3074,8,6,4,235
hsa:3305,17,1,12,217
hsa:8853,8,1,76,11
hsa:5407,68,3,9,138
hsa:83547,36,5,72,187
hsa:4698,25,1,33,8
hsa:2904,27,1,31,228
hsa:27436,3,1,65,163
hsa:1521,55,1,83,98
hsa:729438,17,1,16,133
hsa:124975,77,2,6,144
hsa:654,89,1,89,33
hsa:4539,78,1,33,8
hsa:4337,2,4,60,60
hsa:608,69,1,72,184
hsa:9311,31,5,45,187
hsa:1215,28,1,39,94
hsa:4301,71,1,65,167
hsa:8315,24,1,75,167
hsa:842,17,1,34,184
hsa:5054,72,1,0,165
